measure,query_id,perfect,binarized,nearrandom
AP,1051399,0.21332182032859962,0.21135255896934918,0.21127820182847878
AP,1071750,0.5005704373884287,0.5163000780430667,0.5372318079297549
AP,1115210,0.3673617928127578,0.23308477936629196,0.41139668128692874
AP,1116380,0.2207435455600947,0.26763290614372043,0.21639846694499928
AP,1131069,1.0,1.0,1.0
AP,1133579,0.8239075775577979,0.6689404018537868,0.6637097937311829
AP,324585,0.9750688705234158,0.9750688705234158,0.984159779614325
AP,673670,0.01057426852745727,0.0020450839036850734,0.0022601241735542726
AP,877809,0.4993714298677909,0.5012256424262564,0.4971603756256427
AP,911232,0.32914522398297574,0.5002816776164912,0.32075777084122714
AP,940547,0.058456409272486805,0.059921787373970095,0.06898035246703312
AP,1064670,0.3958319347361162,0.3958319347361162,0.3958319347361162
AP,1105792,0.6448753473401997,0.6448753473401997,0.6448753473401997
AP,1108651,0.2155817550057669,0.2155817550057669,0.2155817550057669
AP,1122767,0.3502143138749705,0.3502143138749705,0.3502143138749705
AP,121171,0.5772424789656452,0.5772424789656452,0.5772424789656452
AP,141630,0.5681592189201935,0.5681592189201935,0.5681592189201935
AP,330975,0.6925375821697164,0.6925375821697164,0.6925375821697164
AP,332593,0.604519514256232,0.604519514256232,0.604519514256232
AP,405163,0.015823100689116045,0.015823100689116045,0.015823100689116045
AP,701453,0.6416512134708326,0.6416512134708326,0.6416512134708326
AP,914916,0.4154798183175423,0.4154798183175423,0.4154798183175423
AP,1030303,0.5452020202020201,0.5452020202020201,0.5452020202020201
AP,1109707,0.33783175230398715,0.33783175230398715,0.33783175230398715
AP,1113256,0.5407773398650393,0.5407773398650393,0.5407773398650393
AP,1127540,0.7228778465703757,0.7228778465703757,0.7228778465703757
AP,135802,0.7755424641288764,0.7755424641288764,0.7755424641288764
AP,156498,0.3647414316867652,0.3647414316867652,0.3647414316867652
AP,23849,0.28102377980223864,0.28102377980223864,0.28102377980223864
AP,258062,0.3592647095221554,0.3592647095221554,0.3592647095221554
AP,390360,0.2360124313314546,0.2360124313314546,0.2360124313314546
AP,555530,0.23330865417720845,0.23330865417720845,0.23330865417720845
AP,768208,0.17379921792944025,0.17379921792944025,0.17379921792944025
AP,1037496,0.5941737251295277,0.5941737251295277,0.5941737251295277
AP,1043135,0.4742895962878453,0.4742895962878453,0.4742895962878453
AP,1110678,0.23437525292658248,0.23437525292658248,0.23437525292658248
AP,1136047,0.22418107867774667,0.22418107867774667,0.22418107867774667
AP,118440,0.034185200987017245,0.034185200987017245,0.034185200987017245
AP,174463,0.4679925984752276,0.4679925984752276,0.4679925984752276
AP,336901,0.4112833763996555,0.4112833763996555,0.4112833763996555
AP,47210,0.6782821388141331,0.6782821388141331,0.6782821388141331
AP,583468,0.8280873095300959,0.8280873095300959,0.8280873095300959
AP,67316,0.3442610245721704,0.3442610245721704,0.3442610245721704
AP,730539,0.2681903153509424,0.2681903153509424,0.2681903153509424
AP,1106979,0.5930914016131406,0.5930914016131406,0.5930914016131406
AP,1121353,0.0795454976868049,0.0795454976868049,0.0795454976868049
AP,1132532,0.4717116436578265,0.4717116436578265,0.4717116436578265
AP,1136043,0.582599847510908,0.582599847510908,0.582599847510908
AP,1136962,0.6572412171589145,0.6572412171589145,0.6572412171589145
AP,169208,0.6204127258423813,0.6204127258423813,0.6204127258423813
AP,42255,0.8917233560090703,0.8917233560090703,0.8917233560090703
AP,640502,0.23378876681080143,0.23378876681080143,0.23378876681080143
AP,938400,0.6310113512209916,0.6310113512209916,0.6310113512209916
AP,997622,0.7407039062841717,0.7407039062841717,0.7407039062841717
R@1000,1051399,0.37037037037037035,0.37037037037037035,0.37037037037037035
R@1000,1071750,1.0,1.0,1.0
R@1000,1115210,0.8181818181818182,0.8181818181818182,0.8181818181818182
R@1000,1116380,1.0,1.0,1.0
R@1000,1131069,1.0,1.0,1.0
R@1000,1133579,0.987012987012987,0.987012987012987,0.987012987012987
R@1000,324585,1.0,1.0,1.0
R@1000,673670,0.2571428571428571,0.2571428571428571,0.2571428571428571
R@1000,877809,0.9036144578313253,0.9036144578313253,0.9036144578313253
R@1000,911232,0.8888888888888888,0.8888888888888888,0.8888888888888888
R@1000,940547,0.9504950495049505,0.9504950495049505,0.9504950495049505
R@1000,1064670,1.0,1.0,1.0
R@1000,1105792,1.0,1.0,1.0
R@1000,1108651,0.5652173913043478,0.5652173913043478,0.5652173913043478
R@1000,1122767,0.6422764227642277,0.6422764227642277,0.6422764227642277
R@1000,121171,0.8341013824884793,0.8341013824884793,0.8341013824884793
R@1000,141630,0.9491525423728814,0.9491525423728814,0.9491525423728814
R@1000,330975,0.9833333333333333,0.9833333333333333,0.9833333333333333
R@1000,332593,0.9245283018867925,0.9245283018867925,0.9245283018867925
R@1000,405163,0.16101694915254236,0.16101694915254236,0.16101694915254236
R@1000,701453,0.9761904761904762,0.9761904761904762,0.9761904761904762
R@1000,914916,0.8712121212121212,0.8712121212121212,0.8712121212121212
R@1000,1030303,0.8333333333333334,0.8333333333333334,0.8333333333333334
R@1000,1109707,0.825,0.825,0.825
R@1000,1113256,0.8666666666666667,0.8666666666666667,0.8666666666666667
R@1000,1127540,0.8148148148148148,0.8148148148148148,0.8148148148148148
R@1000,135802,1.0,1.0,1.0
R@1000,156498,1.0,1.0,1.0
R@1000,23849,0.6701030927835051,0.6701030927835051,0.6701030927835051
R@1000,258062,0.8846153846153846,0.8846153846153846,0.8846153846153846
R@1000,390360,0.6571428571428571,0.6571428571428571,0.6571428571428571
R@1000,555530,0.5576923076923077,0.5576923076923077,0.5576923076923077
R@1000,768208,0.3488372093023256,0.3488372093023256,0.3488372093023256
R@1000,1037496,0.7530864197530864,0.7530864197530864,0.7530864197530864
R@1000,1043135,0.9090909090909091,0.9090909090909091,0.9090909090909091
R@1000,1110678,0.6265060240963856,0.6265060240963856,0.6265060240963856
R@1000,1136047,0.9523809523809523,0.9523809523809523,0.9523809523809523
R@1000,118440,0.059907834101382486,0.059907834101382486,0.059907834101382486
R@1000,174463,0.8829787234042553,0.8829787234042553,0.8829787234042553
R@1000,336901,1.0,1.0,1.0
R@1000,47210,0.9864864864864865,0.9864864864864865,0.9864864864864865
R@1000,583468,0.9137931034482759,0.9137931034482759,0.9137931034482759
R@1000,67316,0.631578947368421,0.631578947368421,0.631578947368421
R@1000,730539,0.7692307692307693,0.7692307692307693,0.7692307692307693
R@1000,1106979,0.8636363636363636,0.8636363636363636,0.8636363636363636
R@1000,1121353,0.41237113402061853,0.41237113402061853,0.41237113402061853
R@1000,1132532,0.8090909090909091,0.8090909090909091,0.8090909090909091
R@1000,1136043,0.9459459459459459,0.9459459459459459,0.9459459459459459
R@1000,1136962,0.9444444444444444,0.9444444444444444,0.9444444444444444
R@1000,169208,1.0,1.0,1.0
R@1000,42255,1.0,1.0,1.0
R@1000,640502,0.5056818181818182,0.5056818181818182,0.5056818181818182
R@1000,938400,0.9019607843137255,0.9019607843137255,0.9019607843137255
R@1000,997622,0.9705882352941176,0.9705882352941176,0.9705882352941176
RR,1051399,1.0,1.0,1.0
RR,1071750,1.0,1.0,1.0
RR,1115210,1.0,1.0,1.0
RR,1116380,0.25,1.0,0.3333333333333333
RR,1131069,1.0,1.0,1.0
RR,1133579,1.0,1.0,1.0
RR,324585,1.0,1.0,1.0
RR,673670,0.05555555555555555,0.01694915254237288,0.017543859649122806
RR,877809,1.0,1.0,1.0
RR,911232,1.0,1.0,1.0
RR,940547,0.0070921985815602835,0.043478260869565216,0.03571428571428571
RR,1064670,1.0,1.0,1.0
RR,1105792,1.0,1.0,1.0
RR,1108651,1.0,1.0,1.0
RR,1122767,1.0,1.0,1.0
RR,121171,1.0,1.0,1.0
RR,141630,1.0,1.0,1.0
RR,330975,1.0,1.0,1.0
RR,332593,1.0,1.0,1.0
RR,405163,0.1,0.125,0.07692307692307693
RR,701453,1.0,1.0,1.0
RR,914916,1.0,1.0,1.0
RR,1030303,1.0,1.0,1.0
RR,1109707,1.0,1.0,1.0
RR,1113256,1.0,1.0,1.0
RR,1127540,1.0,1.0,1.0
RR,135802,1.0,1.0,1.0
RR,156498,1.0,1.0,1.0
RR,23849,1.0,1.0,1.0
RR,258062,1.0,1.0,1.0
RR,390360,1.0,1.0,1.0
RR,555530,1.0,1.0,1.0
RR,768208,1.0,1.0,1.0
RR,1037496,1.0,1.0,1.0
RR,1043135,1.0,1.0,1.0
RR,1110678,1.0,1.0,1.0
RR,1136047,0.5,0.5,0.5
RR,118440,0.5,0.5,0.5
RR,174463,0.5,0.5,0.5
RR,336901,1.0,1.0,1.0
RR,47210,1.0,1.0,1.0
RR,583468,1.0,1.0,1.0
RR,67316,1.0,1.0,1.0
RR,730539,1.0,1.0,1.0
RR,1106979,1.0,1.0,1.0
RR,1121353,1.0,1.0,1.0
RR,1132532,1.0,1.0,1.0
RR,1136043,1.0,1.0,1.0
RR,1136962,1.0,1.0,1.0
RR,169208,1.0,1.0,1.0
RR,42255,1.0,1.0,1.0
RR,640502,1.0,1.0,1.0
RR,938400,1.0,1.0,1.0
RR,997622,1.0,1.0,1.0
nDCG@10,1051399,0.8555760242731911,0.8516694846363466,0.8555760242731911
nDCG@10,1071750,0.41289914548511647,0.23038546815065342,0.4994092997554354
nDCG@10,1115210,0.4731168042856879,0.39090550057074536,0.5943856662200673
nDCG@10,1116380,0.4257304530120531,0.44960329569032426,0.22685754713952896
nDCG@10,1131069,1.0,1.0,1.0
nDCG@10,1133579,0.9257545924879346,0.6950341526034237,0.6949037149514529
nDCG@10,324585,0.9363792118010483,0.9363792118010483,0.9363792118010483
nDCG@10,673670,0.0,0.0,0.0
nDCG@10,877809,0.8413636368526071,0.8850883957061024,0.8413636368526071
nDCG@10,911232,0.6264306743805759,0.7734486454448422,0.6620949456379317
nDCG@10,940547,0.0,0.0,0.0
nDCG@10,1064670,0.7650203144472758,0.7650203144472758,0.4590828233913731
nDCG@10,1105792,0.8028531383553812,0.8010888192125865,0.8010888192125865
nDCG@10,1108651,0.914723015935503,0.9316277775573522,0.9313758769972873
nDCG@10,1122767,0.8620221629376964,0.858018256546423,0.7630274134529649
nDCG@10,121171,0.7869861697332983,0.7384232943501764,0.7865189622707381
nDCG@10,141630,0.5649941461597795,0.4457800093417806,0.7794940300034534
nDCG@10,330975,0.7998562904612989,0.7600253010643979,0.783854030572437
nDCG@10,332593,0.730650954468706,0.7588114482839312,0.7490319695034805
nDCG@10,405163,0.02120692939965057,0.0,0.0
nDCG@10,701453,0.975184852709623,0.975184852709623,0.975184852709623
nDCG@10,914916,0.933745776545611,0.8627977768311481,0.933745776545611
nDCG@10,1030303,0.909980692941344,0.909980692941344,0.909980692941344
nDCG@10,1109707,0.7440786039407887,0.7089061327830892,0.6874087256521761
nDCG@10,1113256,1.0,1.0,1.0
nDCG@10,1127540,0.9055814519026147,0.9289085857040766,0.9111757582940171
nDCG@10,135802,0.8906811220364861,0.8223701618324736,0.893681791379771
nDCG@10,156498,0.397021031220839,0.43952940143840125,0.36553783462763273
