measure,query_id,value
AP,1051399,0.21743924664516273
AP,1071750,0.8357891040718775
AP,1115210,0.44277109069791987
AP,1116380,0.29118337030867636
AP,1131069,1.0
AP,1133579,0.822254947772591
AP,324585,0.9406172110717563
AP,673670,0.01662660158437342
AP,877809,0.4902491545249969
AP,911232,0.458935350017699
AP,940547,0.6260690630864947
AP,1064670,0.5729013547420372
AP,1105792,0.7034488695249005
AP,1108651,0.38294061097591414
AP,1122767,0.35319279206475723
AP,121171,0.6575174359968949
AP,141630,0.5432958968763967
AP,330975,0.6360708553848443
AP,332593,0.6126627400465311
AP,405163,0.020824024082738122
AP,701453,0.6501999154986571
AP,914916,0.4671944130578058
AP,1030303,0.6674242424242424
AP,1109707,0.35475618992477803
AP,1113256,0.5200753669679572
AP,1127540,0.7389511363817772
AP,135802,0.7000879840375783
AP,156498,0.4390404475393231
AP,23849,0.31251785387718906
AP,258062,0.36139978493308517
AP,390360,0.32694975978859225
AP,555530,0.24574089340150929
AP,768208,0.24675311317780188
AP,1037496,0.5882462500381537
AP,1043135,0.6012374721307123
AP,1110678,0.3610675065128184
AP,1136047,0.24315692865425304
AP,118440,0.04579659039436279
AP,174463,0.6630793999730104
AP,336901,0.4166666666666667
AP,47210,0.7361069429147985
AP,583468,0.8393513404710852
AP,67316,0.37677852450385324
AP,730539,0.35888395047030425
AP,1106979,0.5928264714249596
AP,1121353,0.06826236656681794
AP,1132532,0.4647145551410212
AP,1136043,0.5819598230711744
AP,1136962,0.7017415824196582
AP,169208,0.5881009719136178
AP,42255,0.8575353218210361
AP,640502,0.27100400086835214
AP,938400,0.7117791507321762
AP,997622,0.8006404082618972
R@1000,1051399,0.4444444444444444
R@1000,1071750,1.0
R@1000,1115210,0.8181818181818182
R@1000,1116380,1.0
R@1000,1131069,1.0
R@1000,1133579,0.987012987012987
R@1000,324585,1.0
R@1000,673670,0.2857142857142857
R@1000,877809,0.9397590361445783
R@1000,911232,0.8888888888888888
R@1000,940547,0.9603960396039604
R@1000,1064670,1.0
R@1000,1105792,1.0
R@1000,1108651,0.782608695652174
R@1000,1122767,0.6829268292682927
R@1000,121171,0.880184331797235
R@1000,141630,0.9491525423728814
R@1000,330975,1.0
R@1000,332593,0.9056603773584906
R@1000,405163,0.22033898305084745
R@1000,701453,0.9761904761904762
R@1000,914916,0.8787878787878788
R@1000,1030303,0.8333333333333334
R@1000,1109707,0.775
R@1000,1113256,0.7
R@1000,1127540,0.7037037037037037
R@1000,135802,0.8823529411764706
R@1000,156498,1.0
R@1000,23849,0.6288659793814433
R@1000,258062,0.9230769230769231
R@1000,390360,0.6571428571428571
R@1000,555530,0.6538461538461539
R@1000,768208,0.3488372093023256
R@1000,1037496,0.7407407407407407
R@1000,1043135,0.9545454545454546
R@1000,1110678,0.8313253012048193
R@1000,1136047,0.9523809523809523
R@1000,118440,0.10599078341013825
R@1000,174463,0.9574468085106383
R@1000,336901,1.0
R@1000,47210,0.9864864864864865
R@1000,583468,0.9224137931034483
R@1000,67316,0.6666666666666666
R@1000,730539,0.7692307692307693
R@1000,1106979,0.9090909090909091
R@1000,1121353,0.5051546391752577
R@1000,1132532,0.8090909090909091
R@1000,1136043,0.8918918918918919
R@1000,1136962,0.9861111111111112
R@1000,169208,1.0
R@1000,42255,1.0
R@1000,640502,0.5738636363636364
R@1000,938400,0.9313725490196079
R@1000,997622,0.9705882352941176
RR,1051399,1.0
RR,1071750,1.0
RR,1115210,1.0
RR,1116380,0.25
RR,1131069,1.0
RR,1133579,1.0
RR,324585,1.0
RR,673670,0.1
RR,877809,1.0
RR,911232,1.0
RR,940547,1.0
RR,1064670,1.0
RR,1105792,1.0
RR,1108651,1.0
RR,1122767,1.0
RR,121171,1.0
RR,141630,1.0
RR,330975,1.0
RR,332593,1.0
RR,405163,0.1111111111111111
RR,701453,1.0
RR,914916,0.5
RR,1030303,1.0
RR,1109707,1.0
RR,1113256,1.0
RR,1127540,1.0
RR,135802,1.0
RR,156498,1.0
RR,23849,1.0
RR,258062,0.5
RR,390360,1.0
RR,555530,1.0
RR,768208,1.0
RR,1037496,1.0
RR,1043135,1.0
RR,1110678,1.0
RR,1136047,0.5
RR,118440,1.0
RR,174463,0.3333333333333333
RR,336901,1.0
RR,47210,1.0
RR,583468,1.0
RR,67316,1.0
RR,730539,1.0
RR,1106979,1.0
RR,1121353,1.0
RR,1132532,1.0
RR,1136043,1.0
RR,1136962,1.0
RR,169208,1.0
RR,42255,1.0
RR,640502,1.0
RR,938400,1.0
RR,997622,1.0
nDCG@10,1051399,0.8555760242731911
nDCG@10,1071750,0.47976367221391053
nDCG@10,1115210,0.4982046066027887
nDCG@10,1116380,0.17424560146325713
nDCG@10,1131069,1.0
nDCG@10,1133579,0.7176497119132494
nDCG@10,324585,0.9216017310213247
nDCG@10,673670,0.06649967000454629
nDCG@10,877809,0.8868440192097273
nDCG@10,911232,0.6675567102616939
nDCG@10,940547,0.5331271117271945
nDCG@10,1064670,0.7292915816273153
nDCG@10,1105792,0.8418308506828395
nDCG@10,1108651,0.8613985037889235
nDCG@10,1122767,0.8325459802667544
nDCG@10,121171,0.8228772884247291
nDCG@10,141630,0.6539011568479177
nDCG@10,330975,0.5990534260582059
nDCG@10,332593,0.7550415452887735
nDCG@10,405163,0.02613275632622511
nDCG@10,701453,0.9493425398403003
nDCG@10,914916,0.48317417546358
nDCG@10,1030303,0.8485385566658
nDCG@10,1109707,0.505167563421642
nDCG@10,1113256,1.0
nDCG@10,1127540,0.7879721476236062
nDCG@10,135802,0.8823786440978204
nDCG@10,156498,0.5262132038519916
nDCG@10,23849,0.6400007339879039
nDCG@10,258062,0.4433212409547454
nDCG@10,390360,0.8054797785008465
nDCG@10,555530,0.42284093783034504
nDCG@10,768208,0.7035872429962522
nDCG@10,1037496,0.9755453593002132
nDCG@10,1043135,0.5750938764827753
nDCG@10,1110678,0.8430421279017553
nDCG@10,1136047,0.5877424518317357
nDCG@10,118440,0.6934677797960741
nDCG@10,174463,0.5178088357423347
nDCG@10,336901,0.6049306994552043
nDCG@10,47210,0.8895444691421204
nDCG@10,583468,0.9716189607861262
nDCG@10,67316,0.8241785220790245
nDCG@10,730539,0.6204197269423039
nDCG@10,1106979,0.8426852653197876
nDCG@10,1121353,0.7280261702659545
nDCG@10,1132532,0.8816393496989389
nDCG@10,1136043,0.6997422509117512
nDCG@10,1136962,0.8532721558012798
nDCG@10,169208,0.6896525387904479
nDCG@10,42255,0.97566269057551
nDCG@10,640502,0.933745776545611
nDCG@10,938400,0.8932018281510961
nDCG@10,997622,0.9112986599095141
nDCG@100,1051399,0.518294186501706
nDCG@100,1071750,0.7826232685996525
nDCG@100,1115210,0.5744343959188121
nDCG@100,1116380,0.4918051700264295
nDCG@100,1131069,1.0
nDCG@100,1133579,0.8367435952642378
nDCG@100,324585,0.9821733557347245
nDCG@100,673670,0.12605499979286636
nDCG@100,877809,0.5543969270477973
nDCG@100,911232,0.748505533645994
nDCG@100,940547,0.5921742820405766
nDCG@100,1064670,0.7987481284795042
nDCG@100,1105792,0.8312760503184018
nDCG@100,1108651,0.5726122560241353
nDCG@100,1122767,0.6098080077265821
nDCG@100,121171,0.6838226434315645
nDCG@100,141630,0.5987584759760464
nDCG@100,330975,0.7049764218824677
nDCG@100,332593,0.7267979657035749
nDCG@100,405163,0.06526861752653854
nDCG@100,701453,0.8494511962631653
nDCG@100,914916,0.5103621487606558
nDCG@100,1030303,0.8630196825518635
nDCG@100,1109707,0.48865241699205303
nDCG@100,1113256,0.8474645580237811
nDCG@100,1127540,0.803696447635424
nDCG@100,135802,0.8779145860758732
nDCG@100,156498,0.6506476177098804
nDCG@100,23849,0.45353704752684654
nDCG@100,258062,0.6420732025130379
nDCG@100,390360,0.6510823471169266
nDCG@100,555530,0.31093652579555303
nDCG@100,768208,0.5840384285106015
nDCG@100,1037496,0.797717872842379
nDCG@100,1043135,0.7042887703344334
nDCG@100,1110678,0.5030106269470274
nDCG@100,1136047,0.5890301242526393
nDCG@100,118440,0.2100923780714436
nDCG@100,174463,0.6664676453087872
nDCG@100,336901,0.6840572395989627
nDCG@100,47210,0.8273820321017794
nDCG@100,583468,0.898867043274935
nDCG@100,67316,0.6032901453517576
nDCG@100,730539,0.6165239536264234
nDCG@100,1106979,0.7181635678564977
nDCG@100,1121353,0.2536532588922449
nDCG@100,1132532,0.6369888906183171
nDCG@100,1136043,0.7676810870755935
nDCG@100,1136962,0.790089604395887
nDCG@100,169208,0.822218733539242
nDCG@100,42255,0.9381919872537424
nDCG@100,640502,0.5045417508270067
nDCG@100,938400,0.8069934246475609
nDCG@100,997622,0.9373088954656448
nDCG@20,1051399,0.7533141996156233
nDCG@20,1071750,0.6073542257171943
nDCG@20,1115210,0.5744343959188121
nDCG@20,1116380,0.28321059335292653
nDCG@20,1131069,1.0
nDCG@20,1133579,0.727260722835182
nDCG@20,324585,0.9821733557347245
nDCG@20,673670,0.049342634824073056
nDCG@20,877809,0.7133914944609414
nDCG@20,911232,0.606604084938405
nDCG@20,940547,0.6082722620500416
nDCG@20,1064670,0.6715891193679997
nDCG@20,1105792,0.7854609193615874
nDCG@20,1108651,0.8346126879385939
nDCG@20,1122767,0.7567584426343631
nDCG@20,121171,0.7765217540538376
nDCG@20,141630,0.6766837841738309
nDCG@20,330975,0.5044032896732937
nDCG@20,332593,0.6500620007024035
nDCG@20,405163,0.04919626970404401
nDCG@20,701453,0.9457683358892746
nDCG@20,914916,0.5594330646218495
nDCG@20,1030303,0.8630196825518635
nDCG@20,1109707,0.5243806101660772
nDCG@20,1113256,0.8927418038421323
