measure,query_id,perfect,binarized,nearrandom
AP,489204,0.16445279218825926,0.15786521757973762,0.19914180781181776
AP,527433,0.5209896763693124,0.5559839291485192,0.5574346811308756
AP,1121402,0.9158770922004812,0.880750039953493,0.9055158230777988
AP,1114819,0.7047751712640887,0.7040667981955098,0.7148422811717619
AP,183378,0.44920736998934757,0.46702177428636144,0.4985467095851219
AP,855410,1.0,1.0,1.0
AP,19335,0.013737320302121676,0.002601685503691683,0.16099098532164016
AP,47923,0.4343069307155704,0.4489384657999974,0.42642805433197595
AP,182539,0.7901649079441856,0.7802174596827165,0.7742343679664796
AP,130510,0.7398413652122461,0.7445311851713712,0.7693241424846875
AP,168216,0.6357284809133882,0.6121798529843052,0.627190254166902
AP,962179,0.702772124471493,0.7220094802136947,0.6952338273634594
AP,148538,0.34997046210063165,0.3427714160112251,0.3522227068701291
AP,359349,0.6692586177170715,0.6237636790533386,0.6534821064009552
AP,1112341,0.15420799859087791,0.13476971639541216,0.1589084200471625
AP,1124210,0.43076185419188495,0.5156074757645098,0.48473497405751176
AP,443396,0.05728047333039469,0.06418312796218702,0.06708796498050354
AP,1113437,0.44970984662368935,0.376475182366419,0.4457563265203635
AP,156493,0.8304351828961117,0.806349253322075,0.8260237576552554
AP,573724,0.7666134098186496,0.7330535467094677,0.7520359708439848
AP,1037798,0.2869687557931787,0.29614052609290636,0.27852407861405654
AP,264014,0.7434799978847454,0.7539916798166771,0.7480267245325679
AP,451602,0.25070273282980654,0.25072606587377433,0.2514585560423349
AP,1106007,0.3525405391320537,0.3522716881280338,0.34570595872034887
AP,1103812,0.42762814955816736,0.4368639317518731,0.4571159427458976
AP,87181,0.5654120837626041,0.5563282870828873,0.5651102256394607
AP,1129237,0.7157783725801226,0.7131885602947268,0.7266964884188617
AP,1110199,0.32968528544372244,0.36342998212073097,0.3596432338161369
AP,1063750,0.4147432042486286,0.3577893197618667,0.3106818733787307
AP,104861,0.6698784393828289,0.6698129147233041,0.6759685596710905
AP,207786,0.6511261225418148,0.6432338719659237,0.6430084384575664
AP,1121709,0.4160982425133368,0.31389651665395374,0.46121276630745256
AP,87452,0.38258288101694393,0.350098400121714,0.3825405592770443
AP,1114646,0.4814589633870142,0.47043135020570276,0.3714511686169564
AP,146187,0.7223374211607505,0.7220194280895597,0.7166770716863485
AP,1133167,0.8180382152399218,0.8104633737601163,0.8071371416359086
AP,915593,0.3665385104540357,0.38849632500952724,0.3797763274843577
AP,1117099,0.4070786277083994,0.37976459829452286,0.41342077783233444
AP,1115776,0.6214486367453648,0.6179089196906861,0.6370205429337065
AP,131843,0.1952389785868326,0.20534400031364602,0.18856996073045118
AP,833860,0.654125897991869,0.643197237733234,0.6494638658458658
AP,490595,0.8000846599565213,0.8264148022863761,0.7997148113422498
AP,405717,0.7116958624871875,0.7438367237962356,0.6259432953788824
R@1000,489204,0.7395833333333334,0.75,0.78125
R@1000,527433,0.9466666666666667,0.9466666666666667,0.9466666666666667
R@1000,1121402,1.0,1.0,1.0
R@1000,1114819,0.8651026392961877,0.8533724340175953,0.8768328445747801
R@1000,183378,0.7074235807860262,0.7030567685589519,0.7467248908296943
R@1000,855410,1.0,1.0,1.0
R@1000,19335,0.6,0.4,0.8
R@1000,47923,0.9196428571428571,0.9285714285714286,0.9196428571428571
R@1000,182539,0.8867924528301887,0.8679245283018868,0.8679245283018868
R@1000,130510,0.9285714285714286,0.9285714285714286,0.9285714285714286
R@1000,168216,0.7820069204152249,0.7508650519031141,0.7577854671280276
R@1000,962179,1.0,1.0,1.0
R@1000,148538,0.7821782178217822,0.8118811881188119,0.7821782178217822
R@1000,359349,0.9642857142857143,0.9821428571428571,1.0
R@1000,1112341,0.4084507042253521,0.45774647887323944,0.3591549295774648
R@1000,1124210,0.8201438848920863,0.8201438848920863,0.8848920863309353
R@1000,443396,0.1702127659574468,0.1702127659574468,0.19148936170212766
R@1000,1113437,0.922077922077922,0.974025974025974,0.8961038961038961
R@1000,156493,0.9699248120300752,0.9699248120300752,0.9699248120300752
R@1000,573724,0.9855072463768116,1.0,0.9855072463768116
R@1000,1037798,0.7692307692307693,0.7692307692307693,0.7692307692307693
R@1000,264014,0.8815165876777251,0.8909952606635071,0.8720379146919431
R@1000,451602,0.6103896103896104,0.538961038961039,0.6558441558441559
R@1000,1106007,0.6666666666666666,0.6666666666666666,0.6666666666666666
R@1000,1103812,0.8709677419354839,0.8709677419354839,0.8709677419354839
R@1000,87181,0.9397590361445783,0.9518072289156626,0.9759036144578314
R@1000,1129237,0.9642857142857143,0.9642857142857143,0.9642857142857143
R@1000,1110199,0.9142857142857143,0.9142857142857143,0.9142857142857143
R@1000,1063750,0.6847826086956522,0.6702898550724637,0.6123188405797102
R@1000,104861,0.8865248226950354,0.8936170212765957,0.8865248226950354
R@1000,207786,0.9583333333333334,0.9583333333333334,0.9583333333333334
R@1000,1121709,0.75,0.75,0.75
R@1000,87452,0.6172839506172839,0.5925925925925926,0.6049382716049383
R@1000,1114646,0.8269230769230769,0.8269230769230769,0.7115384615384616
R@1000,146187,1.0,1.0,1.0
R@1000,1133167,0.8982456140350877,0.9017543859649123,0.8982456140350877
R@1000,915593,0.9782608695652174,0.9891304347826086,0.9782608695652174
R@1000,1117099,0.6638655462184874,0.6470588235294118,0.7142857142857143
R@1000,1115776,0.9583333333333334,1.0,0.9583333333333334
R@1000,131843,0.25,0.25,0.25
R@1000,833860,0.8533333333333334,0.8266666666666667,0.8533333333333334
R@1000,490595,0.9636363636363636,0.9636363636363636,0.9636363636363636
R@1000,405717,1.0,1.0,1.0
RR,489204,1.0,1.0,1.0
RR,527433,1.0,1.0,1.0
RR,1121402,1.0,1.0,1.0
RR,1114819,1.0,1.0,1.0
RR,183378,1.0,1.0,1.0
RR,855410,1.0,1.0,1.0
RR,19335,0.0029239766081871343,0.02127659574468085,0.5
RR,47923,1.0,1.0,1.0
RR,182539,1.0,1.0,1.0
RR,130510,1.0,1.0,1.0
RR,168216,1.0,1.0,1.0
RR,962179,1.0,1.0,1.0
RR,148538,1.0,1.0,1.0
RR,359349,1.0,1.0,1.0
RR,1112341,1.0,1.0,1.0
RR,1124210,1.0,1.0,1.0
RR,443396,1.0,1.0,1.0
RR,1113437,1.0,1.0,1.0
RR,156493,1.0,1.0,1.0
RR,573724,1.0,1.0,1.0
RR,1037798,0.14285714285714285,0.14285714285714285,1.0
RR,264014,1.0,1.0,1.0
RR,451602,1.0,1.0,1.0
RR,1106007,0.5,0.5,1.0
RR,1103812,1.0,1.0,1.0
RR,87181,1.0,1.0,1.0
RR,1129237,1.0,1.0,1.0
RR,1110199,1.0,1.0,1.0
RR,1063750,1.0,1.0,1.0
RR,104861,1.0,1.0,1.0
RR,207786,1.0,1.0,1.0
RR,1121709,1.0,1.0,0.5
RR,87452,1.0,1.0,1.0
RR,1114646,1.0,1.0,1.0
RR,146187,1.0,1.0,1.0
RR,1133167,1.0,1.0,1.0
RR,915593,1.0,1.0,1.0
RR,1117099,1.0,1.0,1.0
RR,1115776,1.0,1.0,1.0
RR,131843,1.0,1.0,1.0
RR,833860,1.0,1.0,1.0
RR,490595,1.0,1.0,1.0
RR,405717,1.0,1.0,1.0
nDCG@10,489204,0.2608207396017924,0.23131812049005593,0.47981879812810785
nDCG@10,527433,0.6734201712184774,0.7784770287874704,0.7658844810878298
nDCG@10,1121402,1.0,1.0,1.0
nDCG@10,1114819,0.7833222593171403,0.7624825454897338,0.8483852595806939
nDCG@10,183378,1.0,1.0,1.0
nDCG@10,855410,0.9852268707233874,1.0,1.0
nDCG@10,19335,0.0,0.0,0.1878201169316355
nDCG@10,47923,0.6968127868860202,0.5847695235729223,0.6574195821445327
nDCG@10,182539,0.7991835116707999,0.7398637334389964,0.7146140063952833
nDCG@10,130510,0.9272071373597289,0.966409869316587,0.9757072934934504
nDCG@10,168216,0.9471969491438325,0.9507235030281824,0.9517825025223118
nDCG@10,962179,1.0,1.0,1.0
nDCG@10,148538,0.6749851550795263,0.6704507500771343,0.6476862466141616
nDCG@10,359349,0.8043691760502023,0.7655311322520083,0.7760803369754633
