query_id,measure,value
1030303,AP,0.6308358998657506
1030303,RR,1.0
1030303,R@1000,1.0
1030303,nDCG@3,0.7039180890341348
1030303,nDCG@10,0.8144013756808813
1030303,nDCG@20,0.8144013756808813
1030303,nDCG@100,0.8144013756808813
1037496,AP,0.7307156828774468
1037496,RR,1.0
1037496,R@1000,0.7901234567901234
1037496,nDCG@3,1.0
1037496,nDCG@10,0.9738672436737749
1037496,nDCG@20,0.9167826938104358
1037496,nDCG@100,0.8682659355598823
1043135,AP,0.5106573360998438
1043135,RR,1.0
1043135,R@1000,0.8863636363636364
1043135,nDCG@3,1.0
1043135,nDCG@10,0.7186175634125929
1043135,nDCG@20,0.6623651260507305
1043135,nDCG@100,0.7661349962280882
1051399,AP,0.21565758987857142
1051399,RR,1.0
1051399,R@1000,0.4074074074074074
1051399,nDCG@3,0.9217868789962073
1051399,nDCG@10,0.8770192147844632
1051399,nDCG@20,0.7173618668957233
1051399,nDCG@100,0.5153834184021261
1064670,AP,0.5194583482866418
1064670,RR,1.0
1064670,R@1000,1.0
1064670,nDCG@3,0.7653606369886217
1064670,nDCG@10,0.7194080961790442
1064670,nDCG@20,0.6110756394114716
1064670,nDCG@100,0.7488879731568983
1071750,AP,0.8305859969274886
1071750,RR,1.0
1071750,R@1000,1.0
1071750,nDCG@3,0.46868458805331514
1071750,nDCG@10,0.4757409138265645
1071750,nDCG@20,0.6816713965299012
1071750,nDCG@100,0.7843941682050573
1105792,AP,0.6486419435460159
1105792,RR,1.0
1105792,R@1000,0.8333333333333334
1105792,nDCG@3,0.7653606369886217
1105792,nDCG@10,0.759496121978238
1105792,nDCG@20,0.7117222892823327
1105792,nDCG@100,0.7465099824178646
1106979,AP,0.6401279130373829
1106979,RR,1.0
1106979,R@1000,0.9393939393939394
1106979,nDCG@3,0.7232329748419101
1106979,nDCG@10,0.8544938630064308
1106979,nDCG@20,0.8376153494053822
1106979,nDCG@100,0.7789647591552907
1108651,AP,0.35038489661542654
1108651,RR,1.0
1108651,R@1000,0.7130434782608696
1108651,nDCG@3,1.0
1108651,nDCG@10,0.8625913697059288
1108651,nDCG@20,0.7917020098643582
1108651,nDCG@100,0.552553352188234
1109707,AP,0.3197258610064663
1109707,RR,1.0
1109707,R@1000,0.73125
1109707,nDCG@3,0.6666666666666667
1109707,nDCG@10,0.6087835431657567
1109707,nDCG@20,0.6343403164973282
1109707,nDCG@100,0.4863276143237059
1110678,AP,0.33474290480456653
1110678,RR,1.0
1110678,R@1000,0.7590361445783133
1110678,nDCG@3,0.7653606369886217
1110678,nDCG@10,0.7439627487194364
1110678,nDCG@20,0.6617215314280074
1110678,nDCG@100,0.5366732175030389
1113256,AP,0.6024573287962747
1113256,RR,1.0
1113256,R@1000,1.0
1113256,nDCG@3,1.0
1113256,nDCG@10,1.0
1113256,nDCG@20,0.9236054589447825
