query_id,measure,perfect,binarized,nearrandom
156493,AP,0.8215741369387863,0.815807657039569,0.8209963201589766
156493,RR,1.0,1.0,1.0
156493,R@1000,0.9774436090225563,0.9774436090225563,0.9774436090225563
156493,nDCG@3,0.8099531166420328,0.8099531166420328,0.8099531166420328
156493,nDCG@10,0.9008636626471189,0.9008636626471189,0.9008636626471189
156493,nDCG@20,0.9511058209326821,0.9511058209326821,0.9502670222058677
156493,nDCG@100,0.8947205974784425,0.8862818349403777,0.8876915204560256
1110199,AP,0.28937814810642665,0.29650503488255503,0.2982775242180914
1110199,RR,1.0,1.0,1.0
1110199,R@1000,0.8857142857142857,0.8857142857142857,0.8857142857142857
1110199,nDCG@3,0.7243989383522971,0.8026120593560899,0.7243989383522971
1110199,nDCG@10,0.6523287695138456,0.6634607414976414,0.7009141825269447
1110199,nDCG@20,0.49605369138964156,0.5031153152301728,0.49959599585545356
1110199,nDCG@100,0.5181261107378634,0.5258597014486245,0.5094237378829657
1063750,AP,0.5257511075263298,0.5371415457483786,0.5189461179393052
1063750,RR,1.0,1.0,1.0
1063750,R@1000,0.7681159420289855,0.782608695652174,0.7572463768115942
1063750,nDCG@3,0.6666666666666667,0.6666666666666667,0.6666666666666667
1063750,nDCG@10,0.810044521833171,0.810044521833171,0.810044521833171
1063750,nDCG@20,0.8685541649620736,0.8685541649620736,0.8685541649620736
1063750,nDCG@100,0.8129375509302055,0.8160938953725766,0.799024956807775
130510,AP,0.7321191421351558,0.7366853597440565,0.747198068868366
130510,RR,1.0,1.0,1.0
130510,R@1000,0.9285714285714286,0.9285714285714286,0.9285714285714286
130510,nDCG@3,1.0,1.0,1.0
130510,nDCG@10,0.962482898700839,0.95894638229889,0.95894638229889
130510,nDCG@20,0.8928798052124752,0.8899009337398869,0.8894347490866702
130510,nDCG@100,0.8839718164754661,0.8827115300958008,0.8834040993644108
489204,AP,0.0795347754752078,0.09400056512375675,0.06748937462264762
489204,RR,1.0,1.0,1.0
489204,R@1000,0.4375,0.5208333333333334,0.34375
489204,nDCG@3,0.4049765583210164,0.30995311664203284,0.4049765583210164
489204,nDCG@10,0.24656564679401358,0.23534864852148563,0.24656564679401358
489204,nDCG@20,0.1972392113906608,0.19141488981157706,0.19563070923415035
489204,nDCG@100,0.14110701846094054,0.169213111920755,0.13880378340232913
573724,AP,0.7343243094639059,0.7322980606336963,0.7336065031798228
573724,RR,1.0,1.0,1.0
573724,R@1000,1.0,1.0,1.0
573724,nDCG@3,0.6900468833579672,0.7149296749630493,0.5248827916050821
573724,nDCG@10,0.5950972939322344,0.6066461689072897,0.5472920232028555
573724,nDCG@20,0.7475973951314707,0.7574983293249716,0.7084097656608862
573724,nDCG@100,0.7789712419065697,0.7846983388131769,0.7551423725928882
168216,AP,0.5621317149505244,0.5682417554623219,0.5824691491012434
168216,RR,1.0,1.0,1.0
168216,R@1000,0.754325259515571,0.7612456747404844,0.7647058823529411
168216,nDCG@3,1.0,1.0,1.0
168216,nDCG@10,0.9787930706003494,0.9787930706003494,1.0
168216,nDCG@20,0.974194977541524,0.9632399873523317,0.9626507744932111
168216,nDCG@100,0.9685607434759036,0.9682739298619935,0.9680545075905878
1133167,AP,0.7442135321360188,0.7217291797164138,0.7550533666595705
1133167,RR,1.0,1.0,1.0
1133167,R@1000,0.8666666666666667,0.8421052631578947,0.8736842105263158
