measure,query_id,value
AP,1051399,0.2225021086063481
AP,1071750,0.8366780238943134
AP,1115210,0.5409981212788441
AP,1116380,0.34474172023059513
AP,1131069,1.0
AP,1133579,0.8226683931018852
AP,324585,0.9254656959202413
AP,673670,0.03884272532083688
AP,877809,0.5613062631571448
AP,911232,0.39754757765428667
AP,940547,0.5437830146561812
AP,1064670,0.674782004644041
AP,1105792,0.6785902249790566
AP,1108651,0.31776505208004996
AP,1122767,0.40168720127525065
AP,121171,0.5087275831157644
AP,141630,0.5956463320656178
AP,330975,0.6924181212225583
AP,332593,0.5678862110423939
AP,405163,0.01692566998690061
AP,701453,0.6916292387627271
AP,914916,0.5973395018453093
AP,1030303,0.6055555555555555
AP,1109707,0.3329069535213483
AP,1113256,0.6212380013259182
AP,1127540,0.8264873378962575
AP,135802,0.9138464082508883
AP,156498,0.5618754957942139
AP,23849,0.32659276840486645
AP,258062,0.43518630731086105
AP,390360,0.288949369437226
AP,555530,0.23733450436054482
AP,768208,0.27669106836995866
AP,1037496,0.7311488508672344
AP,1043135,0.5804545756532534
AP,1110678,0.4500683820389709
AP,1136047,0.20692403799446096
AP,118440,0.03699285597167568
AP,174463,0.5012153284786897
AP,336901,0.519298245614035
AP,47210,0.7114954917901775
AP,583468,0.8199851588965048
AP,67316,0.39758763664270913
AP,730539,0.5851784864975891
AP,1106979,0.622958188795601
AP,1121353,0.17356547268280792
AP,1132532,0.5040125298786053
AP,1136043,0.6009432669349827
AP,1136962,0.6560775918724713
AP,169208,0.5420002382402912
AP,42255,0.9093537414965985
AP,640502,0.2585547206071343
AP,938400,0.7045674530806347
AP,997622,0.7731689923629815
R@1000,1051399,0.4074074074074074
R@1000,1071750,1.0
R@1000,1115210,1.0
R@1000,1116380,1.0
R@1000,1131069,1.0
R@1000,1133579,1.0
R@1000,324585,1.0
R@1000,673670,0.5142857142857142
R@1000,877809,0.927710843373494
R@1000,911232,0.8888888888888888
R@1000,940547,0.900990099009901
R@1000,1064670,1.0
R@1000,1105792,1.0
R@1000,1108651,0.7043478260869566
R@1000,1122767,0.6747967479674797
R@1000,121171,0.7695852534562212
R@1000,141630,0.923728813559322
R@1000,330975,0.9833333333333333
R@1000,332593,0.9245283018867925
R@1000,405163,0.16101694915254236
R@1000,701453,0.9761904761904762
R@1000,914916,0.8787878787878788
R@1000,1030303,0.8333333333333334
R@1000,1109707,0.75
R@1000,1113256,1.0
R@1000,1127540,0.9629629629629629
R@1000,135802,1.0
R@1000,156498,1.0
R@1000,23849,0.6597938144329897
R@1000,258062,0.9230769230769231
R@1000,390360,0.6
R@1000,555530,0.6217948717948718
R@1000,768208,0.3488372093023256
R@1000,1037496,0.8148148148148148
R@1000,1043135,0.8863636363636364
R@1000,1110678,0.8433734939759037
R@1000,1136047,1.0
R@1000,118440,0.06451612903225806
R@1000,174463,0.8829787234042553
R@1000,336901,1.0
R@1000,47210,1.0
R@1000,583468,0.896551724137931
R@1000,67316,0.7543859649122807
R@1000,730539,0.9230769230769231
R@1000,1106979,0.9242424242424242
R@1000,1121353,0.5360824742268041
R@1000,1132532,0.8181818181818182
R@1000,1136043,1.0
R@1000,1136962,0.9305555555555556
R@1000,169208,1.0
R@1000,42255,1.0
R@1000,640502,0.5454545454545454
R@1000,938400,0.9509803921568627
R@1000,997622,0.9705882352941176
RR,1051399,1.0
RR,1071750,1.0
RR,1115210,1.0
RR,1116380,0.3333333333333333
RR,1131069,1.0
RR,1133579,1.0
RR,324585,1.0
RR,673670,0.047619047619047616
RR,877809,1.0
RR,911232,1.0
RR,940547,1.0
RR,1064670,1.0
RR,1105792,1.0
RR,1108651,0.5
RR,1122767,1.0
RR,121171,1.0
RR,141630,1.0
RR,330975,1.0
RR,332593,1.0
RR,405163,0.07692307692307693
RR,701453,1.0
